Muestra -- Media -- Varianza
24.81386	20.79779	29.1546	24.52116	25.5974	28.4492	24.68777	26.08403	26.14006	26.1795725.642545.25246
25.67667	25.00575	24.21781	23.89307	23.52819	22.47778	24.68581	25.12154	23.73645	27.444924.57881.859591
27.76671	22.96336	25.75219	22.61109	22.06114	28.69987	26.19912	25.03735	23.82081	21.7254624.663715.869186
24.9626	23.70969	26.28078	28.75853	22.2198	25.09452	25.5767	23.57642	22.98896	25.385624.855363.501623
26.17189	22.67067	26.80642	20.47924	27.19353	24.62264	24.69736	21.77785	26.31966	26.0332324.677255.299418
21.87552	24.87795	24.71161	22.21324	25.68414	25.66893	24.82134	19.84156	24.80931	22.9776123.748123.737535
26.07621	25.70688	26.7964	24.06012	27.4345	24.29732	22.71015	26.72387	24.02798	23.4233225.125672.630755
25.13004	25.19352	26.34645	25.69095	24.91002	25.86332	22.99413	24.17906	25.04085	24.3738524.972220.9090669
27.75068	26.62197	24.41044	28.18229	24.31686	22.86638	25.5657	24.88712	24.14991	26.959425.571083.035999
22.8227	24.56435	26.72877	23.67429	26.41083	21.44683	23.47402	25.00535	26.51404	23.309224.395043.123559
25.39833	25.79641	25.67701	24.61092	30.09868	23.98187	24.9715	28.93265	22.63833	22.3866425.449236.032368
23.09526	27.10399	18.72209	24.67669	21.44192	27.8134	26.48041	22.09664	25.04835	27.3726624.385148.957676
22.65993	24.6869	25.27525	25.4444	25.49329	26.96991	26.7456	24.42816	25.31789	23.8440725.086541.634172
20.07319	23.07344	27.81859	26.447	24.04085	24.79433	19.24606	26.73178	26.45403	23.0013624.168068.253342
23.12423	27.60739	25.19036	26.60226	26.89165	25.90606	26.85802	28.34289	27.49586	26.444426.446312.149369
25.99287	23.51842	21.33396	25.38166	26.02489	27.90038	26.83692	22.36644	24.57905	21.641324.557595.11552
21.41534	23.51754	26.06333	24.58096	24.24913	28.15064	24.92723	26.7266	20.75915	23.9678224.435775.077467
23.69879	26.64404	27.3361	27.59745	20.91205	28.47871	23.32141	26.58519	27.84512	25.5123625.793125.86779
22.24285	28.95847	24.46254	21.42883	24.25904	20.61116	28.29926	26.6947	26.44629	27.3880125.079128.623698
22.05807	20.24363	26.59878	25.69555	27.867	25.02756	23.19628	26.68859	21.20932	28.6731424.725798.416933
24.64759	28.37231	24.32522	27.97118	22.75302	24.68039	22.56593	23.9025	32.12661	23.0779625.442279.509661
23.89716	24.65581	23.84085	25.35864	21.32042	26.30865	26.88061	27.18502	21.74731	25.6896624.688424.050513
21.20796	22.02335	22.02258	22.86339	25.35043	25.38246	25.14796	24.88323	21.30458	20.6143723.080033.666873
27.72423	21.97331	25.91774	24.36489	25.54176	25.45036	25.29674	25.27344	23.50955	26.4681925.152022.514778
24.17469	28.53825	27.18865	22.04517	24.08882	28.2318	23.8168	24.69575	28.02648	21.3220325.212846.858095
26.94389	24.24428	23.09479	22.08194	23.97409	27.25189	27.67192	20.48213	28.12088	21.8816224.574747.536031
29.23484	22.12983	26.54579	22.18943	21.92415	23.55035	25.337	25.59987	28.21919	22.3482724.707877.22642
27.55647	24.52913	22.71813	25.691	24.69071	27.72357	23.3133	25.09435	27.39914	24.6679125.338373.058914
23.97655	24.29608	26.26483	27.98844	27.68914	26.41919	22.56295	24.81823	22.50482	27.7918725.431214.383607
28.0615	26.00108	23.39268	25.44319	24.50519	22.82707	24.20853	23.22833	27.46092	26.1685525.12973.23777
28.17015	24.83158	21.74265	23.37234	24.96813	24.90629	23.15354	20.67425	22.21408	22.6421423.667514.559434
25.31067	26.96026	23.81669	24.58935	27.85605	24.13935	25.91715	25.85786	24.33565	23.5845325.236761.985243
25.1429	26.93896	19.67258	24.9358	26.63494	28.75011	27.63093	25.75524	28.64411	27.7264726.183217.011952
23.88114	22.50765	24.36602	22.83442	24.53805	24.6953	25.10848	26.84939	26.16862	24.3199624.52691.764834
26.23349	22.10247	23.99058	23.76301	27.87168	23.71713	26.46899	24.81817	23.90112	27.3378825.020453.46873
23.75801	26.45857	24.74556	27.32957	29.01371	22.77168	20.96623	26.96832	28.07586	21.9702725.205787.622141
25.61622	22.82483	24.05909	26.10769	25.64619	23.37566	25.87821	24.53219	24.63785	21.8089124.448682.060466
28.69202	25.13746	22.62409	25.68746	25.6008	27.50113	25.44149	27.58719	22.55869	26.1047125.69353.960377
21.26175	25.19392	24.65273	21.41453	26.45958	26.66243	26.73907	28.02536	23.16189	26.8555625.042685.651442
20.77196	30.45884	22.93808	24.57646	24.03005	28.6699	24.00097	26.2671	29.5453	23.2203525.447910.10439
28.70279	26.33664	25.27986	25.55085	25.48193	22.54097	27.46458	25.83635	27.20993	19.5353425.393926.902923
25.61212	24.09908	28.94134	24.3249	23.67033	23.66222	24.60445	24.28325	27.29235	24.2129425.07033.025451
21.69045	22.19486	24.60134	23.97563	20.54331	23.32539	25.47695	24.96901	25.90742	23.9364523.662082.997701
21.73467	26.83692	28.3204	30.42894	20.74181	23.09349	26.73197	22.81031	21.73374	25.1172324.7549510.46425
22.56685	25.15755	29.85687	21.86043	23.11631	25.02288	23.18505	25.72561	26.65154	23.3045824.644775.67784
27.66103	25.36245	25.82474	24.36918	26.59263	22.71869	26.78729	25.7603	24.97417	29.6574125.970793.563525
22.9954	25.08014	25.8854	24.40869	27.65011	22.15975	18.6267	28.98962	21.6158	24.4464724.185819.101629
26.07744	23.76321	21.46569	23.78421	26.21399	23.88633	26.74823	29.48986	23.92105	24.3932924.974334.901644
